|title|id|Action|Casual|Indie|Simulation|Strategy|Free to Play|RPG|Sports|Adventure|Racing|Early Access|Massively Multiplayer|Animation &amp; Modeling|Video Production|Utilities|Web Publishing|Education|Software Training|Design &amp; Illustration|Audio Production|Photo Editing|Accounting
102322|Saurian OST Vol. I|723530.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102323|Wrath of Loki VR Adventure|650860.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102324|Imperi|749710.0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102325|Fluffy Friends 2|737810.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102326|Cutthroat|737380.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102327|Visual Novel Maker|495480.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
102328|Visual Novel Maker - Live2D DLC|610290.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
102329|Cutthroat - Spooky Skin Pack|752230.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102330|Fantasia of the Wind Theme Soundtrack|755270.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102331|Yu-Gi-Oh! Duel Links|601510.0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102332|Portrait Wizard|685300.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
102333|Northern Tale 4|573740.0|0|1|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102334|Expansion - Europa Universalis IV: Cradle of Civilization|721340.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102335|Content Pack - Europa Universalis IV: Cradle of Civilization|721341.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102336|Cleo's Lost Idols - Special Abilities|706122.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102337|Galactic Lords OST|754650.0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102338|Expansion - Crusader Kings II: Jade Dragon|640140.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102339|PAKO 2|612370.0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102340|Cleo's Lost Idols - Crazy Hats Pack|706121.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102341|Cleo's Lost Idols|515230.0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102342|Cleo's Lost Idols - Hats Pack|706120.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102343|Sparc|601770.0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102344|Battle Buddies VR|704520.0|1|0|1|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102345|Choice|648550.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102346|External Visions|748880.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102347|Holy Avenger|544680.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102348|Duel Jousting|751540.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102349|Guardians|730730.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102350|Paladins® - Front Line Pack|751120.0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102351|Board Games VR|728110.0|0|1|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102352|BHB: BioHazard Bot|711260.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102353|Hexvade|754270.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102354|Liberator TD|681740.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102355|Guide The Ball|739940.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102356|Perspectives: Aleppo-Helsinki|601990.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102357|Oh My Cooking Gun|743240.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102358|PRO EVOLUTION SOCCER 2018 LITE|592600.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102359|Offensive Dimensions: Original Sound Tracks|751890.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102360|Dungeon Defenders II - Bag Booster Pack|747600.0|1|0|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102361|Three Kingdoms: The Last Warlord - Duel Expansion|692770.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102362|SpaceCoaster VR|738290.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102363|3D Tower|745670.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102364|Play with Gilbert|740040.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102365|There Is A Genie In My Szechuan Sauce|745220.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102366|Sudokube|684980.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102367|Rasty Pelican|746300.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102368|Skript|746890.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102369|Hunt For Gods|576940.0|1|0|1|0|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
102370|The Sapper|734540.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102371|Pixel Stories of Dungeon|590820.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102372|Windows Mixed Reality for SteamVR|719950.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0
102373|Rytmik Studio|657280.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0
102374|Happy Santa|746490.0|0|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102375|Scrolls of the Lord|723070.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102376|Pillars of Eternity - Deadfire Pack|734070.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102377|Tom Clancy's Ghost Recon® Wildlands - Ghost War Pass|750230.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102378|Blazing Beaks|585710.0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102379|Captain vs Sky Pirates - Moon Base|754670.0|1|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102380|Oure|694950.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102381|Achievement Hunter: Zombie|721440.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102382|Glorious Noon|724870.0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102383|Draft Day Sports: College Basketball 2017|729310.0|0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102384|東方天空璋 ～ Hidden Star in Four Seasons.|745880.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102385|仙劍奇俠傳六 (Chinese Paladin：Sword and Fairy 6)|696360.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102386|Offensive Dimensions|749200.0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102387|Unforgiving Happiness|736390.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102388|RibbonChase|728620.0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102389|Slay the Spire|646570.0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102390|The Little Prince VR|707310.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102391|HYAKKI CASTLE|686740.0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102392|Tales from Candlekeep - Artus Cimber's Explorer Pack|750320.0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102393|Tales from Candlekeep - Asharra's Diplomat Pack|750340.0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102394|World of Warships|552990.0|1|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
102395|Tales from Candlekeep - Birdsong's Entertainer Pack|750341.0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102396|Injustice™ 2 - Gods Shader Pack|731160.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102397|Injustice™ 2 - Demons Shader Pack|731150.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102398|Tales from Candlekeep - Dragonbait's Dungeoneer Pack|750342.0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102399|Injustice™ 2 - Raiden|727990.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102400|Injustice™ 2 - Black Manta|727980.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102401|LEGO® Marvel Super Heroes 2 - Season Pass|720680.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102402|Injustice™ 2 - Sub-Zero|721260.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102403|Star Traders: Frontiers|335620.0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102404|Injustice™ 2 - Starfire|704810.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102405|Injustice™ 2 - Brainiac|721290.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102406|Amityville: The Awakening|714470.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102407|WWE 2K18 - Cena (Nuff) Pack|706110.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102408|Road Rage|499210.0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102409|Polaris Sector: Lumens|620680.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102410|FSX Steam Edition: Beechcraft® Baron® B55 Add-On|677992.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102411|Mr. Shadow - Illustrated book|746450.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102412|FSX Steam Edition: Toposim Southeast Asia|677996.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102413|Harvest Moon: Light of Hope|585900.0|0|1|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102414|Thy Sword|560300.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102415|Qajary Cat|734080.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102416|Bob Saget: Zero To Sixty|719020.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102417|Rocksmith® 2014 Edition – Remastered – The Pretenders - “Don’t Get Me Wrong”|637778.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102418|Rocksmith® 2014 Edition – Remastered – The Pretenders - “Back on the Chain Gang”|637779.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102419|Beekyr Reloaded|484930.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102420|Rocksmith® 2014 Edition – Remastered – The Pretenders Song Pack|637777.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102421|Rocksmith® 2014 Edition – Remastered – The Pretenders - “Brass in Pocket”|637780.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102422|Rocksmith® 2014 Edition – Remastered – The Pretenders - “I’ll Stand by You”|637782.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102423|Rocksmith® 2014 Edition – Remastered – The Pretenders - “Middle of the Road”|637781.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102424|Injustice™ 2 - Ultimate Pack|734280.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102425|Injustice™ 2 - Darkseid|721270.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102426|TEEN DATE SIMULATOR|744890.0|0|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102427|Clad in Iron: Philippines 1898|712970.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102428|LaGuardia [KLGA] airport for Tower!3D Pro|748850.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102429|Pixel Space Battles|745500.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102430|Fidget Spinner In Space|745510.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102431|Far from Noise|706130.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102432|Dungeon Rustlers|713450.0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102433|High Noon VR|710760.0|1|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102434|Star Realms - United: Command|683993.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102435|JunkerBot|730270.0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102436|ATV Drift &amp; Tricks|622020.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102437|TASTEE: Lethal Tactics - Day of The Dead Skin Pack|726410.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102438|REPULSE: Galactic Rivals|692310.0|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102439|Willowisp VR|728610.0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102440|RacetronicVR|542790.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102441|Syberia 3|464340.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102442|Escape!VR -Above the Clouds-|566970.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102443|Farming Simulator 17 - Platinum Expansion|635330.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102444|Captain vs Sky Pirates - Forest|754070.0|1|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102445|The Summoning|643150.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102446|AZURA|709410.0|0|1|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102447|Skeleton Key 3 Part 2|634320.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102448|Treadnauts|695970.0|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102449|The Arena of Gladiators|716430.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102450|without_an_output.map|754210.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102451|Nana in the Dark|736200.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102452|Moose Invasion|737280.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102453|Askutron Quiz Show|701280.0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102454|Deep Sorrow|736110.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102455|家有大貓 Nekojishi|570840.0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102456|Endless Combat|690350.0|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102457|Tactical Monsters Rumble Arena|705220.0|0|0|1|0|1|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
102458|鉄道運転士VR|719600.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102459|"Jaguar I-PACE Concept | Virtual Reality Experience"|589240.0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102460|Tronix Defender|745420.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102461|MAGIX Photostory 2018 Deluxe Steam Edition|665450.0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0
102462|Galactic Lords|716230.0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102463|Skein|407630.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102464|Closers|215830.0|1|0|0|0|0|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
102465|Sable Maze: Norwich Caves Collector's Edition|729910.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102466|Amazing Thailand VR Experience|673590.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102467|FallenCore|670090.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102468|Save the Halloween|741100.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102469|Dark Dimensions: City of Ash Collector's Edition|729920.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102470|All That Remains|749580.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102471|Fantasy of Eden|735010.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102472|Light Apprentice - The Comic Book RPG|569570.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102473|Sword Bros Soundtrack|753530.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102474|Harvest Life|649790.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102475|Sphinx and the Cursed Mummy|606710.0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102476|VJmachine Home|736280.0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|1|1|0|0
102477|Sphinx and the Cursed Mummy: Soundtrack|733200.0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102478|ARENA an Age of Barbarians story - Deathbringer|747180.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102479|Neven|743570.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102480|Perspectrip|744290.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102481|Pinball|745120.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102482|Solar Collector|718240.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102483|Psi Project|725280.0|1|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102484|Left-Hand Path|488760.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102485|Bars and Balance|731940.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102486|Gaokao.Love.100Days - Official Artworks|747900.0|0|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102487|StrainZ-1: Elimination|728660.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102488|SPLASH BLAST PANIC|503750.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102489|Zorbit's Orbits|739410.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102490|MegaRace 2|733760.0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102491|Skyfront VR|640800.0|1|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102492|The Cleansing - Versus (Original Soundtrack)|723470.0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102493|Magical Squash|719410.0|1|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102494|BALL GAME|741010.0|0|1|1|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102495|Doodle God Blitz - Complete OST Collection|746180.0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102496|Adventures Of Pipi|744420.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102497|Bottle: Pilgrim|735350.0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102498|Achievement Hunter: Kiborg|710860.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102499|Train Simulator: DB BR 151 Loco Add-On|562390.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102500|The Old Empire Multiplayer|746870.0|1|0|1|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
102501|Battle of Empires: 1914-1918 - Honor of the Empire|639540.0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102502|Little Nightmares The Hideaway DLC|584096.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102503|Football Manager 2018|624090.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102504|Football Manager Touch 2018|624120.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102505|Romans From Mars|719220.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102506|Football Manager Touch 2018 - All Players Interested|711732.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102507|Football Manager Touch 2018 - All Job Applications|711731.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102508|Football Manager Touch 2018 - Attribute Masking|711733.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102509|Football Manager Touch 2018 - Board-Override|711734.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102510|Football Manager Touch 2018 - Design a Son|711735.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102511|Football Manager Touch 2018 - Foreign Influx|711736.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102512|Football Manager Touch 2018 - National Management|711737.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102513|Football Manager Touch 2018 - No Loan Restrictions|711738.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102514|Football Manager Touch 2018 - No Transfer Windows|711740.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102515|Football Manager Touch 2018 - Fixture Pile-Up Challenge|711746.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102516|Football Manager Touch 2018 - Rise from the Ashes Challenge|711745.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102517|Football Manager Touch 2018 - No Work Permits|711741.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102518|Football Manager Touch 2018 - No Sacking|711739.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102519|Gladiator School|556860.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102520|American Truck Simulator - New Mexico|684630.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102521|TransRoad: USA|494670.0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102522|Choice of Rebels: Uprising|748890.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102523|Fragments|733420.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102524|MegaRace 1|730580.0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102525|Prison Chainball Massacre|707230.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102526|Oik 3|655100.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102527|Galactic Orbital Death Sport|738210.0|1|0|1|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0
102528|Ayo: A Rain Tale|667220.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102529|The Art of Nevermind (Nevermind Art Book)|738850.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
